Commercial total self-supplied withdrawals, groundwater, in Mgal/d	-	-	0.18	-	-	-	-	-	-	0	-	-	-	-	-	-	0.6	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.04	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.72	-	-	-	-	-	-	0	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	1.89	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0.2	-	-	-	-	-	-	0	-	-	-	-	-	-	0.18	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Commercial self-supplied surface-water withdrawals, fresh, in Mgal/d	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0.48	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	2.77	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0
Commercial self-supplied surface-water withdrawals, saline, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Commercial total self-supplied withdrawals, surface water, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Commercial total self-supplied withdrawals, fresh, in Mgal/d	0	0	0.18	-	-	-	0	0	0	0	-	-	-	0	0	0	0.6	-	-	-	0.05	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0.04	-	-	-	0.4	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0.72	-	-	-	0	0	0	0	-	-	-	0	0	0	0.01	-	-	-	0.02	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0.37	3.92	1.89	-	-	-	1.18	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0.01	-	-	-	0.01	0	0	0.2	-	-	-	0.25	0	0	0	-	-	-	0	0	0.32	0.18	-	-	-	5.48	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0.04
Commercial total self-supplied withdrawals, saline, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Commercial total self-supplied withdrawals, in Mgal/d	-	-	0.18	-	-	-	-	-	-	0	-	-	-	-	-	-	0.6	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.04	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.72	-	-	-	-	-	-	0	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	1.89	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.01	-	-	-	-	-	-	0.2	-	-	-	-	-	-	0	-	-	-	-	-	-	0.18	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Commercial deliveries from public supply, in Mgal/d	0.11	0.11	0.32	-	-	-	-	0.22	1.39	2.14	-	-	-	-	4.36	3.95	6	-	-	-	-	0.49	0.4	0.48	-	-	-	-	0.01	0.01	0.07	-	-	-	-	1.08	2.6	7.23	-	-	-	-	0.16	0.31	0.09	-	-	-	-	0.22	0.22	0.25	-	-	-	-	0.03	0.09	0.26	-	-	-	-	0.06	0.06	0.55	-	-	-	-	0.39	0.38	2.14	-	-	-	-	0.27	0.69	1.92	-	-	-	-	0.41	0.24	0.68	-	-	-	-	0.51	0.5	1.33	-	-	-	-	0.09	0.1	0.17	-	-	-	-	0	0.06	0.25	-	-	-	-	0	0.23	0.03	-	-	-	-	27.99	29	52.83	-	-	-	-	0.25	0.21	0.2	-	-	-	-	0.27	1.29	0.39	-	-	-	-	0.19	0.23	0.49	-	-	-	-	0.32	0.35	0.66	-	-	-	-	2.17	1.77	1.14	-	-	-	-	0.57	0.64	1.21	-	-	-	-	4.57	7.9	19.82	-	-	-	-	0.06	0.39	0.41	-	-	-	-	0.7	0.82	0.3	-	-	-	-	0.02	0.09	9.44	-	-	-	-	4	7.91	4.19	-	-	-	-
Commercial total self-supplied withdrawals plus deliveries, in Mgal/d	-	-	0.5	-	-	-	-	-	-	2.14	-	-	-	-	-	-	6.6	-	-	-	-	-	-	0.48	-	-	-	-	-	-	0.07	-	-	-	-	-	-	7.27	-	-	-	-	-	-	0.09	-	-	-	-	-	-	0.25	-	-	-	-	-	-	0.26	-	-	-	-	-	-	0.55	-	-	-	-	-	-	2.86	-	-	-	-	-	-	1.92	-	-	-	-	-	-	0.69	-	-	-	-	-	-	1.33	-	-	-	-	-	-	0.17	-	-	-	-	-	-	0.25	-	-	-	-	-	-	0.03	-	-	-	-	-	-	54.72	-	-	-	-	-	-	0.2	-	-	-	-	-	-	0.39	-	-	-	-	-	-	0.49	-	-	-	-	-	-	0.67	-	-	-	-	-	-	1.34	-	-	-	-	-	-	1.21	-	-	-	-	-	-	20	-	-	-	-	-	-	0.41	-	-	-	-	-	-	0.3	-	-	-	-	-	-	9.44	-	-	-	-	-	-	4.19	-	-	-	-
Commercial consumptive use, fresh, in Mgal/d	0.01	0.01	0.15	-	-	-	-	0.03	0.18	0.64	-	-	-	-	0.57	0.52	1.99	-	-	-	-	0.06	0.05	0.15	-	-	-	-	0	0	0.02	-	-	-	-	0.14	0.35	2.18	-	-	-	-	0.02	0.04	0.03	-	-	-	-	0.03	0.03	0.08	-	-	-	-	0	0.01	0.08	-	-	-	-	0.01	0.01	0.17	-	-	-	-	0.05	0.05	0.66	-	-	-	-	0.04	0.09	0.58	-	-	-	-	0.05	0.03	0.21	-	-	-	-	0.07	0.07	0.4	-	-	-	-	0.01	0.01	0.05	-	-	-	-	0	0.01	0.07	-	-	-	-	0	0.03	0.01	-	-	-	-	3.83	4.38	16.43	-	-	-	-	0.03	0.03	0.06	-	-	-	-	0.03	0.17	0.12	-	-	-	-	0.02	0.03	0.15	-	-	-	-	0.04	0.04	0.2	-	-	-	-	0.28	0.23	0.4	-	-	-	-	0.07	0.08	0.36	-	-	-	-	0.59	1.07	6	-	-	-	-	0.01	0.05	0.12	-	-	-	-	0.1	0.11	0.09	-	-	-	-	0	0.01	2.83	-	-	-	-	0.52	1.03	1.25	-	-	-	-
Commercial consumptive use, saline, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Commercial total consumptive use, in Mgal/d	-	-	0.15	-	-	-	-	-	-	0.64	-	-	-	-	-	-	1.99	-	-	-	-	-	-	0.15	-	-	-	-	-	-	0.02	-	-	-	-	-	-	2.18	-	-	-	-	-	-	0.03	-	-	-	-	-	-	0.08	-	-	-	-	-	-	0.08	-	-	-	-	-	-	0.17	-	-	-	-	-	-	0.66	-	-	-	-	-	-	0.58	-	-	-	-	-	-	0.21	-	-	-	-	-	-	0.4	-	-	-	-	-	-	0.05	-	-	-	-	-	-	0.07	-	-	-	-	-	-	0.01	-	-	-	-	-	-	16.43	-	-	-	-	-	-	0.06	-	-	-	-	-	-	0.12	-	-	-	-	-	-	0.15	-	-	-	-	-	-	0.2	-	-	-	-	-	-	0.4	-	-	-	-	-	-	0.36	-	-	-	-	-	-	6	-	-	-	-	-	-	0.12	-	-	-	-	-	-	0.09	-	-	-	-	-	-	2.83	-	-	-	-	-	-	1.25	-	-	-	-
Commercial reclaimed wastewater, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Industrial self-supplied groundwater withdrawals, fresh, in Mgal/d	0	0.69	0	1.82	1.41	0.81	2.62	2.28	2.1	1.95	1.37	0.8	0.88	0.92	2.17	1.34	0.72	1.21	0.51	0.51	0.46	0.54	0.76	0.33	0.03	0.55	0.01	0	0.01	0	0	0	0	0	0	1.55	2.77	1.79	1.45	1.93	1.82	1.97	0	0.02	0.03	0.03	0	0	0	0.06	0.02	0.14	0	0.03	0.02	0.02	0.08	0	0	0	0.01	0.03	0	0.03	0.08	0	0	0	0	0	0	0.14	0	1.56	0.19	0.41	0.37	0	0.19	0.09	0	0.37	0.1	0.21	0	0.02	0	0	0	0	0	0.63	0.13	1.86	0	0.25	0.92	0.09	0.63	1.05	0.31	0	0.28	0.12	0.15	0	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	8.11	48.41	11.68	11.44	2.58	6.52	7.99	0.05	0.17	0.04	0.07	0.02	0.02	0.02	0.19	0.84	0	0.47	0.49	0.76	0.7	0.06	0.09	0.09	0	0.08	0.03	0.05	0.01	0.06	0	0.01	0.01	0	0	0.69	3.36	30.46	1.21	0.35	0.25	0.82	0	0.1	0.29	0	0.27	3.74	4.64	1.4	7.02	4.47	13.63	10.48	14.07	13.76	0.01	0.04	0	0	0	0.02	0	0.12	2.12	0.18	0	0.01	0.1	0.63	0	0.04	0	0	0	0	0	1.68	5.85	0.36	0	0.03	0.03	1.98
Industrial self-supplied groundwater withdrawals, saline, in Mgal/d	0	0	0	0	0	0	0	0	0	0	0	0.43	0.02	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	3.24	2.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	3.69	19.44	16.46	15.43	0	0	0	0	0.03	0.19	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	2.25	0	1.34	13.68	17.47	18.35	0.02	0	0	0	0	0	0	0	0	0.05	0.05	0.03	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.13	0.01
Industrial total self-supplied withdrawals, groundwater, in Mgal/d	0	0.69	0	1.82	1.41	0.81	2.62	2.28	2.1	1.95	1.37	1.23	0.9	0.95	2.17	1.34	0.72	1.21	0.51	0.51	0.46	0.54	0.76	0.33	0.03	0.55	0.01	0	0.01	0	0	0	0	0	0	1.55	2.77	1.79	1.45	1.93	1.82	1.97	0	0.02	0.03	0.03	0	0	0	0.06	0.02	0.14	0	0.03	0.02	0.02	0.08	0	0	0	0.01	0.03	0	0.03	0.08	0	0	0	0	0	0	0.14	0	1.56	1.48	3.65	2.51	0	0.19	0.09	0	0.37	0.1	0.21	0	0.02	0	0	0	0	0	0.63	0.13	1.86	0	0.25	0.92	0.4	0.63	1.05	0.31	0	0.28	0.12	0.15	0	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	8.11	48.41	11.7	15.13	22.02	22.98	23.42	0.05	0.17	0.04	0.07	0.05	0.21	0.32	0.19	0.84	0	0.47	0.49	0.76	0.7	0.06	0.09	0.09	0	0.08	0.03	0.05	0.01	0.06	0	0.01	0.01	0	0	0.73	5.61	30.46	2.55	14.03	17.72	19.17	0.02	0.1	0.29	0	0.27	3.74	4.64	1.4	7.02	4.52	13.68	10.51	14.09	13.76	0.01	0.04	0	0	0	0.02	0	0.12	2.12	0.18	0	0.01	0.1	0.63	0	0.04	0	0	0	0	0	1.68	5.85	0.36	0	0.19	0.16	1.99
Industrial self-supplied surface-water withdrawals, fresh, in Mgal/d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14	0	0.06	0	0	4.49	0.08	0.14	0	0.02	0.02	0.01	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.45	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	15.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57	23.78	0	0	0.16	0	0	0	0	0	0.08	0.32	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	4.94	3.03	8.29	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8	0	14.11	15.93	16.3
Industrial self-supplied surface-water withdrawals, saline, in Mgal/d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.59	33.1	42.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Industrial total self-supplied withdrawals, surface water, in Mgal/d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14	0	0.06	0	0	4.49	0.08	0.14	0	0.02	0.02	0.01	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.45	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	15.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57	23.78	0	0	39.75	33.1	42.4	0	0	0	0.08	0.32	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	52.76	0	0	0	0	0	0	0	0	0	0.47	4.94	3.03	8.29	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8	0	14.11	15.93	16.3
Industrial total self-supplied withdrawals, fresh, in Mgal/d	0	0.69	0	1.82	1.41	0.81	2.62	2.28	2.1	1.95	1.37	0.8	0.88	0.92	2.17	1.34	1.86	1.21	0.57	0.51	0.46	5.03	0.84	0.47	0.03	0.57	0.03	0.01	0.01	0	0	0	0	0	0	1.55	2.77	2.02	1.45	1.93	1.82	1.97	0	0.02	0.03	0.03	0	0	0	0.06	0.02	1.46	0	0.03	0.02	0.02	0.08	0	0	0	0.01	0.03	0	0.03	0.08	0.01	0	0	0.45	0.14	0	0.14	0	1.56	0.19	0.41	0.37	0	0.19	0.09	0	0.37	0.1	0.54	0	0.02	0	0	0	0	0	0.63	0.13	17.05	0	0.25	0.92	0.09	0.63	1.05	0.31	0	0.28	0.12	0.15	0	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	10.68	72.19	11.68	11.44	2.74	6.52	7.99	0.05	0.17	0.04	0.15	0.34	0.02	0.02	0.2	0.84	0	0.47	0.49	0.76	0.7	0.06	0.09	0.09	0	0.08	0.03	0.05	0.01	0.06	0	0.02	0.01	0	0	0.69	3.36	30.46	1.21	0.35	0.25	0.82	0	0.1	0.29	0	0.27	3.74	4.64	1.87	11.96	7.5	21.92	10.55	14.07	13.76	0.01	0.04	0	0	0	0.02	0	0.12	2.12	0.18	0	0.01	0.1	0.63	0	0.04	0	0	0	0	0	1.68	5.85	10.16	0	14.14	15.96	18.28
Industrial total self-supplied withdrawals, saline, in Mgal/d	0	0	0	0	0	0	0	0	0	0	0	0.43	0.02	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	3.24	2.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	3.69	59.03	49.56	57.83	0	0	0	0	0.03	0.19	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	2.25	0	1.34	66.44	17.47	18.35	0.02	0	0	0	0	0	0	0	0	0.05	0.05	0.03	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.13	0.01
Industrial total self-supplied withdrawals, in Mgal/d	0	0.69	0	1.82	1.41	0.81	2.62	2.28	2.1	1.95	1.37	1.23	0.9	0.95	2.17	1.34	1.86	1.21	0.57	0.51	0.46	5.03	0.84	0.47	0.03	0.57	0.03	0.01	0.01	0	0	0	0	0	0	1.55	2.77	2.02	1.45	1.93	1.82	1.97	0	0.02	0.03	0.03	0	0	0	0.06	0.02	1.46	0	0.03	0.02	0.02	0.08	0	0	0	0.01	0.03	0	0.03	0.08	0.01	0	0	0.45	0.14	0	0.14	0	1.56	1.48	3.65	2.51	0	0.19	0.09	0	0.37	0.1	0.54	0	0.02	0	0	0	0	0	0.63	0.13	17.05	0	0.25	0.92	0.4	0.63	1.05	0.31	0	0.28	0.12	0.15	0	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0	10.68	72.19	11.7	15.13	61.77	56.08	65.82	0.05	0.17	0.04	0.15	0.37	0.21	0.32	0.2	0.84	0	0.47	0.49	0.76	0.7	0.06	0.09	0.09	0	0.08	0.03	0.05	0.01	0.06	0	0.02	0.01	0	0	0.73	5.61	30.46	2.55	66.79	17.72	19.17	0.02	0.1	0.29	0	0.27	3.74	4.64	1.87	11.96	7.55	21.97	10.58	14.09	13.76	0.01	0.04	0	0	0	0.02	0	0.12	2.12	0.18	0	0.01	0.1	0.63	0	0.04	0	0	0	0	0	1.68	5.85	10.16	0	14.3	16.09	18.29
Industrial deliveries from public supply, in Mgal/d	0.06	0.09	0.01	-	-	-	-	0.05	0.02	0.12	-	-	-	-	0.06	3.16	1.86	-	-	-	-	0.08	0.3	0.11	-	-	-	-	0	0	0	-	-	-	-	3.67	2.38	3.59	-	-	-	-	0.18	0.5	0.44	-	-	-	-	0	0.18	0.04	-	-	-	-	0	0	0	-	-	-	-	0	0	0.01	-	-	-	-	0.24	0.04	0.01	-	-	-	-	0	0.57	1.3	-	-	-	-	0	0.01	0.05	-	-	-	-	0.18	0.06	0.03	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	5.14	2.69	6.18	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0.12	0.11	0.01	-	-	-	-	0.01	0.03	0.03	-	-	-	-	0.3	0.23	0.13	-	-	-	-	0	0.01	0	-	-	-	-	0.77	3.18	1.85	-	-	-	-	0	0.01	0	-	-	-	-	0.92	0.03	0.28	-	-	-	-	0	0	0	-	-	-	-	3.05	7.89	1.24	-	-	-	-
Industrial total self-supplied withdrawals plus deliveries, in Mgal/d	0.06	0.78	0.01	-	-	-	-	2.33	2.12	2.07	-	-	-	-	2.23	4.5	3.72	-	-	-	-	5.11	1.14	0.58	-	-	-	-	0.01	0	0	-	-	-	-	5.22	5.15	5.61	-	-	-	-	0.18	0.52	0.47	-	-	-	-	0.06	0.2	1.5	-	-	-	-	0.08	0	0	-	-	-	-	0.03	0.08	0.02	-	-	-	-	0.24	0.18	0.01	-	-	-	-	0	0.76	1.39	-	-	-	-	0	0.03	0.05	-	-	-	-	0.81	0.19	17.08	-	-	-	-	0.63	1.05	0.31	-	-	-	-	0	0	0	-	-	-	-	0.02	0.01	0	-	-	-	-	15.82	74.88	17.88	-	-	-	-	0.05	0.17	0.04	-	-	-	-	0.2	0.84	0	-	-	-	-	0.18	0.2	0.1	-	-	-	-	0.02	0.09	0.03	-	-	-	-	1.03	5.84	30.59	-	-	-	-	0.02	0.11	0.29	-	-	-	-	2.64	15.14	9.4	-	-	-	-	0.01	0.05	0	-	-	-	-	1.04	2.15	0.46	-	-	-	-	0	0.04	0	-	-	-	-	4.73	13.74	11.4	-	-	-	-
Industrial consumptive use, fresh, in Mgal/d	0.03	0.34	0.01	-	-	-	-	1.02	0.93	0.91	-	-	-	-	0.98	1.98	1.64	-	-	-	-	2.25	0.5	0.26	-	-	-	-	0.01	0	0	-	-	-	-	2.3	2.27	2.47	-	-	-	-	0.08	0.22	0.21	-	-	-	-	0.03	0.09	0.66	-	-	-	-	0.03	0	0	-	-	-	-	0.01	0.03	0.01	-	-	-	-	0.11	0.08	0.01	-	-	-	-	0	0.33	0.61	-	-	-	-	0	0.02	0.02	-	-	-	-	0.36	0.08	7.51	-	-	-	-	0.28	0.47	0.14	-	-	-	-	0	0	0	-	-	-	-	0.01	0	0	-	-	-	-	6.96	32.95	7.86	-	-	-	-	0.02	0.07	0.02	-	-	-	-	0.09	0.4	0	-	-	-	-	0.08	0.08	0.05	-	-	-	-	0.01	0.04	0.01	-	-	-	-	0.43	1.58	13.46	-	-	-	-	0	0.05	0.13	-	-	-	-	1.16	6.67	4.11	-	-	-	-	0.01	0.02	0	-	-	-	-	0.45	1.06	0.2	-	-	-	-	0	0.02	0	-	-	-	-	2.08	6.03	5	-	-	-	-
Industrial consumptive use, saline, in Mgal/d	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0.01	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0.04	0.99	0	-	-	-	-	0.02	0	0	-	-	-	-	0	0	0.02	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-
